,video_id,comments
315,H9bfqozjoqs,"['🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews', 'if we were given an input like this \ncoins = [50], amount = 100\nwould the dfs solution faster than dp solution?', 'Here\'s a similar-sized solution with less abbreviation:\n\n```python\ndef coinChange(self, coins: List[int], amount: int) -> int:\n    coinsToZero = [float(""inf"")] * (amount + 1)\n    coinsToZero[0] = 0\n\n    for currentAmount in range(1, amount + 1):\n         for coin in coins:\n                if currentAmount - coin >= 0:\n                    coinsToZero[currentAmount] = min(coinsToZero[currentAmount],\n                                                     1 + coinsToZero[currentAmount - coin])\n\n    return coinsToZero[amount] if coinsToZero[amount] != float(""inf"") else -1\n```', 'The correct solution on leetcode has ur OUTER loop as its INNER LOOP and your INNER loop as its OUTER loop. Why is it switched around? For example the solution on leetcode says this: \n\nBottom up DP\nclass Solution:\n    def coinChange(self, coins: List[int], amount: int) -> int:        \n        dp=[math.inf] * (amount+1)\n        dp[0]=0\n        \n        for coin in coins:\n            for i in range(coin, amount+1):\n                if i-coin>=0:\n                    dp[i]=min(dp[i], dp[i-coin]+1)\n        \n        return -1 if dp[-1]==math.inf else dp[-1]', 'great explanation. thank you very much.', 'Who’s got a 3¢ and 4¢ coin?', 'The initial value “amount + 1” is very handy. If using Int.max to initialize the dp array we need to check the value before using it. Otherwise it causes overflow.', 'Love how you went from the greedy approach to the brute force dfs approach to the optimal dp approach. It helped me understand this problem better. Thank you !', ""how do you do it? how do you teach so well? even I am absolutely clear conceptually about a thing I can't teach it."", 'Nice and short functional programming style solution:\n\ndp = [0]\r\nfor i in range(1, amount+1):\r\n    options = [dp[i-x] for x in coins if i >= x and dp[i-x] != -1]\r\n    dp.append(-1 if not options else 1+min(options))\r\nreturn dp[amount]']"
316,EgI5nU9etnU,"['🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews', 'So amazing brother. Thank you', ""Quick question: I was trying to solve this using the Ailen Dictionary method you also made a video of. I can't get it to pass all test cases. May I ask if the method for the alien dictionary can be applied to this one?"", 'This is very clear explanation, but I met Time Limit Exceeded problem, so I made the follow changes to met the requirements:\nclass Solution(object):\n    def canFinish(self, numCourses, prerequisites):\n        """"""\n        :type numCourses: int\n        :type prerequisites: List[List[int]]\n        :rtype: bool\n        """"""\n     \n        adjacency_list = [[] for _ in range(numCourses)]\n        for crs, prec in prerequisites:\n            adjacency_list[crs].append(prec)\n        \n    \n        visited = [0] * numCourses  \n        \n        def dfs(crs):\n            if visited[crs] == 1:  \n                return False\n            if visited[crs] == 2: \n                return True\n            \n            visited[crs] = 1  \n            for prec in adjacency_list[crs]:\n                if not dfs(prec):\n                    return False\n            visited[crs] = 2  \n            return True\n\n        for crs in range(numCourses):\n            if not dfs(crs):\n                return False\n        return True', 'Simplest and easiest explanation. Thankyou!', 'Not able to do the BFS solution of this problem, got stuck in thinking how it will be approached, tried with one problem getting TLE in 29th test case. \n\nCan anyone help!', ""how come you don't use a set instead of a list for the visitedSet? One would need to use the nonlocal keyword but the lookup times are much quicker. Couldn't there be an edge case where your last node in the dfs loops back to the second to last and then you are searching the whole array. This could potentially happen a couple times no? Thanks for any clarity you can provide!"", 'I like ur solution to this problem and I understand it the most but when i converted this code to javascript it runs bottom 10% of javascript leetcode submissions. Any idea why?', ""If you move the line 13 `if preMap[crs] == []` before the line 11 `if` check, then you don't need the `visitedSet.remove(crs)` in line 19, because you will never traverse the visited path that way. Thanks for great explanation."", 'thanks']"
317,DfljaUwZsOk,"['DJ Khaled been real quiet since 4:20 dropped...', 'i found this can be solved without using a deque rather an array/vector with left counter. if possible make a video on that.\nthankx', 'I find the drawn explanations SERIOUSLY lacking (also compared to all your other videos) and I\'ll explain why.  Only the coding part is where anything began to make any sense or answer any of the questions at all.  Even after the coding part though I was left wondering ""Why are we even doing it like this?"" because the drawn explanations were so bad and insufficient.\n\nHere are my first-viewing initial questions watching this drawn explanation around 5:25:  1) If the deque is the size of the window (okay, seems intuitively like it could make sense), why are we popping everything out of it reducing the size to the single largest number?  What does this even tell us?  Why did the size matter?  Why (not when) are you popping (it\'s unexplained)? 2) When we look at the next window (or just next number), how are we making sure that 4 wasn\'t a part of the window that we\'re NOT looking at any longer (the first number of the last window)?  You don\'t cover this at all, you just say ""Compare the 5 and remove the 4 since it\'s larger"" 7:02.  That\'s mostly unhelpful and just perplexing 3) You also say the queue is ""always decreasing"" but what does that even mean?  You don\'t explain that, and all I can see is it\'s not decreasing numerically as it\'s going 1,1,1,1,4,5 by the happenstance of your problem set (it\'s increasing).  In fact, it doesn\'t seem to contain more than one number ever (as mentioned above).\n\nAs you start the next drawn explanation: 1) At 8:49 you draw an arrow to the ""beginning"" at the right side.... and then draw an arrow to the ""beginning"" on the left side. 😑😵\u200d💫 2) You say at 10:14 ""Okay the first thing to notice is the 8 is no longer in bounds so we have to pop"".  HOW DO WE KNOW THAT!?!  We literally didn\'t even add the smaller numbers that might have been before it so we have absolutely no idea where the 8 actually stood because the dequeue doesn\'t represent position of the window at all. 🤯 The 8 could have been the 3rd index (or any other), and still totally be within our window 😑\n\nThe drawn explanations here serve purely as wheels of confusion and raising unanswered and unsolved questions.', 'Have you done cp ?', 'I was trying to solve using stack/queue, until I saw this video to realize we need to use deque here.', 'I do understand solution but where do u get the basic intuation that this can be solved vai monotonic DS?', 'Clever solution!', 'thanks :)', 'My solution that passes on LC:\nI feel as this is more consistant with the way neetcode solved the other ones. Exact same algo\nclass Solution:\n    def maxSlidingWindow(self, nums: List[int], k: int) -> List[int]:\n        q = deque()\n        l = 0\n        res = []\n        for r in range(len(nums)):\n            while len(q) != 0 and nums[r] > nums[q[-1]]:\n                # pop all smaller elements from queue\n                q.pop()\n            q.append(r)\n            if r - l + 1 == k:\n                res.append(nums[q[0]])\n            if r - l + 1 > k:\n                l += 1\n                while q[0] < l:\n                    q.popleft()\n                res.append(nums[q[0]])\n        return res', 'from typing import List\r\nimport collections\r\n\r\nclass Solution:\r\n    def maxSlidingWindow(self, nums: List[int], k: int) -> List[int]:\r\n        """"""\r\n        Find the maximum sliding window in an array of integers.\r\n\r\n        Args:\r\n            nums (List[int]): The input array of integers.\r\n            k (int): The size of the sliding window.\r\n\r\n        Returns:\r\n            List[int]: The list containing the maximum values in each sliding window.\r\n\r\n        Example:\r\n            Input: nums = [1, 3, -1, -3, 5, 3, 6, 7], k = 3\r\n            Output: [3, 3, 5, 5, 6, 7]\r\n        """"""\r\n        q, res = collections.deque(), []  # Use a deque for efficient operations.\r\n        \r\n        # Iterate through the array from left to right.\r\n        for r in range(len(nums)):\r\n            # Remove smaller elements from the deque.\r\n            while q and nums[r] > nums[q[-1]]:\r\n                q.pop()\r\n            \r\n            # Add the current index to the deque.\r\n            q.append(r)\r\n            \r\n            # Check if the window has enough elements.\r\n            if r + 1 < k:\r\n                continue\r\n            \r\n            # Check if the leftmost element is outside the window [r+1-k, r], remove it from the deque.\r\n            # checking if the index at q[0] is smaller than left = r+1-k, if it is then just pop the index at left \r\n            if q[0] < (r + 1 - k): \r\n                q.popleft()\r\n            \r\n            # Append the maximum value in the current window to the result list.\r\n            res.append(nums[q[0]])\r\n        \r\n        return res']"
318,lXVy6YWFcRM,"['🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews', 'thanks for sharing knowledge 😊😊', 'Better than striver.', 'we dont need to check for zero right because we are taking min, max of three elements in which the nums[i] is also there so it will take the nums[i] , and the currmin currmax will not become 0 for the remaining array ! correct me if im wrong', 'Might be this solution does not work for this input: [-5, 0, -3]', 'It can also be solved using max sum sub array algorithm.', '6:20 this is same as kadane’s algorithm for maximum subarray, where we keep track of max subarray ending at ith index. For this problem since two negatives multiplied together give a positive, we need to keep track of the min subarray ending at ith index AND max subarray ending at ith index. Then for i+1 position, if it’s a negative value, then the max product subarray ending at i+1 position is that value * min subarray ending at ith position (if it’s negative value)\n\nDealing with 0s as elements, the zero resets our min and max subarray ending at 0 element’s index. So both min and max become 1 after encountering 0', 'The code works even without the edge case of 0 , can anybody explain why is that ??', 'is the max the max product sequence in the sub array? in the array [1,-2]  at -2 the max is calculated as -2 but shouldnt it be 1', ""Shouldn't brute force be O(n^3)? We have n^2 sub arrays and calculating product for each is an O(n) operation.""]"
319,OM1MTokvxs4,"['Dynamic Programming Playlist: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1', 'me watching this knowing that I have an IQ of float(""-inf"")', 'Can you comment a little on the input size?', 'Such an intuitive solution! Thanks!', 'He caught me with my insecurities in the first few seconds', 'So, I have IQ of more than 90, yay!\nIn my opinion, this problem is the easiest of all medium Dynamic Programming problems on LC.', ""This channel is a legitimate goldmine. I solved this problem top-down but I'm grateful I checked out this channel all the same because the bottom-up solution is 10x more elegant."", 'Can you just start out with dp[] = last row and iterate from the second to last row up to the first?', 'LOoks like I have IQ less than 90.', 'This solution is genius! Nice work.']"
320,o811TZLAWOo,"['Linked List Playlist: https://www.youtube.com/watch?v=G0_I-ZF0S38&list=PLot-Xpze53leU0Ec0VkBhnf4npMRFiNcB&index=1', 'can anyone explain it a bit better please', 'Solved the same using recursion.', 'i think there is a problem in the drawing that is after swaping, the prev is pointed to the second position of the list, which is 1, not 3, and the curr is pointed to the 3 instead of 4, thats why it is confusing', 'After the first pair of swapping where is the pointer location I mean where is prev , at 1 ???', 'oh my this problem really fucked up my head last night', 'i hate linkedlists', 'Beautiful explanation. Thanks', 'class Solution {\n    public ListNode swapPairs(ListNode head) {\n        if (head == null || head.next == null) return head;\n        \n        swap(head);\n        swapPairs(head.next.next);\n        \n        return head;\n    }\n    \n    private void swap(ListNode head) {\n        int nextValue = head.next.val;\n        head.next.val = head.val;\n        head.val = nextValue;\n    }\n}', 'I am so dumb 😥😥']"
321,6X7Ha2PrDmM,"['Dynamic Programming Playlist: https://www.youtube.com/watch?v=73r3KWiEvyk&list=PLot-Xpze53lcvx_tjrr_m2lgD2NsRHlNO&index=1', 'i guess the order in which u filled cell is wrong, your final answer may be correct', 'can we do it with dfs?', 'Beautiful explanation', 'Brilliant explanation!', ""I solved it in the below way which passes : \n\nvar maximalSquare = function(matrix) {\n    \n    const n = matrix.length, m = matrix[0].length;\n    const dp = Array(n+1).fill().map(el => Array(m+1).fill(0));\n    let max = 0\n    for (let i = 1; i<=n; i++) {\n        for (let j = 1; j<=m; j++) {\n            if (matrix[i-1][j-1] !== '1') continue;\n\n            dp[i][j] = Math.min(dp[i-1][j], dp[i][j-1],dp[i-1][j-1]) + 1;\n            max = Math.max(max, dp[i][j])\n        }\n    }\n    return max*max\n\n};"", 'the best question if we do repeated works if we can slice it into subproblem', ""Java code: \n\nimport java.util.Arrays;\n\npublic class MaximalSquare {\r\n    static int ROWS;\r\n    static int COLS;\r\n    static char[][] matrix;\r\n    static int maxLength = 0;\r\n    //Key: row, Value: column\r\n    static int[][] cache;\r\n    static int maximalDPTopDown(char[][] matrix) {\r\n        MaximalSquare.matrix = matrix;\r\n        ROWS = matrix.length;\r\n        COLS = matrix[0].length;\r\n        cache = new int[ROWS][COLS];\r\n        for(int i = 0; i < ROWS; i++) {\r\n            Arrays.fill(cache[i], -1);\r\n        }\r\n        helper(0, 0); //top left element\r\n        return maxLength * maxLength;\r\n    }\r\n    static int helper(int row, int col) {\r\n        //Base case\r\n        if(row >= ROWS || col >= COLS) {\r\n            return 0;\r\n        }\r\n        if(cache[row][col] == -1) { //True if NOT in the cache\r\n            int down = helper(row + 1, col); //Check Down\r\n            int right = helper(row, col + 1); //Right position\r\n            int diag = helper(row + 1, col + 1); //Check Diagonally\r\n            cache[row][col] = 0;\r\n            if(matrix[row][col] == '1') { //\r\n                //Takes the minimum off all of these 3 values: down, right and diag\r\n                cache[row][col] = 1 + Math.min(down, Math.min(right, diag));\r\n                maxLength = Math.max(cache[row][col], maxLength);\r\n            }\r\n        }\r\n        return cache[row][col];\r\n    }\r\n}"", '2D, bottom-up DP\nROWS, COLS = len(matrix), len(matrix[0])\r\n        dp = [[0] * (COLS + 1) for _ in range(ROWS + 1)]\r\n        maxLength = 0\r\n        for r in range(ROWS - 1, -1, -1):\r\n            for c in range(COLS - 1, -1, -1):\r\n                if matrix[r][c] == ""1"":\r\n                    dp[r][c] = 1 + min(dp[r][c + 1], dp[r + 1][c], dp[r + 1][c + 1])\r\n                maxLength = max(maxLength, dp[r][c])\r\n        return maxLength ** 2\n\n1D:\nROWS, COLS = len(matrix), len(matrix[0])\r\n        dp = [0] * (COLS + 1)\r\n        maxLength = 0\r\n        for r in range(ROWS - 1, -1, -1):\r\n            nextDP = [0] * (COLS + 1)\r\n            for c in range(COLS - 1, -1, -1):\r\n                if matrix[r][c] == ""1"":\r\n                    nextDP[c] = 1 + min(nextDP[c + 1], dp[c], dp[c + 1])\r\n            curMax = max(nextDP)\r\n            dp = nextDP\r\n            maxLength = max(curMax, maxLength)\r\n            \r\n        return maxLength ** 2', 'There is a way to deconstruct this problem into 1D (maximal area of a histogram) and then find the max of those results as our final area.']"
322,XVuQxVej6y8,"['Linked List Playlist: https://www.youtube.com/watch?v=G0_I-ZF0S38&list=PLot-Xpze53leU0Ec0VkBhnf4npMRFiNcB&index=1', 'Two pointers approach is still 2 pass solution, but we are doing these passes simultaneously)', ""but, what's the different from count the list size = N first then count it again for N - n? for both the solution , the time complexity are O(N)"", ""you're him"", 'Very good explanation', 'dummy = ListNode(0,head)\nright = head\n\nDoes this Linked List has 2 heads? \nHow does the program know that the dummy ListNode is a placeholder?', ""is the 'and right' in the while loop condition necessary?"", 'I did it in one pass using a hash map, but I guess the space complexity was O(n)', ""if n=4 and length==6 \r\n it work i do'nt understand \r\nslow.next=slow.next.next;\r\nplz solve my doubt"", ""Dummy node is actually not required if we run the loops till 'while right.next'. The reason we are using a dummy node is to handle the special case when we have to remove the first (head) node in a list of length 2""]"
323,LHweCQVw9gk,"['I would have used windowing functions for this.', 'Different from my approach, but I liked reviewing your logic/thinking.', ""SELECT Department, Employee, Salary\nFROM\n(\nSELECT D.Name as Department, E.Name as Employee, E.Salary as Salary,\n    DENSE_RANK () OVER (PARTITION BY D.Name ORDER BY E.SALARY DESC) as 'Rank'\n    FROM Employee as E\n    JOIN Department as D ON D.Id=E.DepartmentId\n) as A\nWHERE A.Rank <= 3"", 'I recommend understanding this SQL question first: https://youtu.be/FSSKteJmWMs']"
324,FSSKteJmWMs,"['Hello Neetcode, are you going to solve SQL problems agains? Thank you', 'Why did we use IFNULL to output NULL.? I mean IFNULL takes in NULL and gives some other output. Whats the point of giving NULL as an input to IFNULL and then taking NULL as the output?', 'nvl(select salary \r\nfrom (select* from employee order by salary desc)\r\n    where id=2,NULL)  secondHighstSalary;\r\n\r\n I do this but cannot work keep that I using oracle', 'So well explained. Thank you.', 'Amazing explanations']"
325,JI71sxtHTng,"['Linked List Playlist: https://www.youtube.com/watch?v=G0_I-ZF0S38&list=PLot-Xpze53leU0Ec0VkBhnf4npMRFiNcB&index=1', ""what do you think of this Python solution? I know it's O(n) time and space complexity but this was my first attempt :) \n\n        nums = [ ]\n        dummy = ListNode()\n        current = dummy \n\n        while head:\n            nums.append(head.val)\n            head = head.next\n\n        for num in nums:\n            if num != val:\n                current.next = ListNode(num)\n                current = current.next\n\n        return dummy.next"", 'Done thanks\nUsing 3 pointers, current, previous and next\nUse a dummy node as head so the logic can be straightforward (avoids handling edge case of deleting the head of the list)\nInitialize prev to the dummy node, curr to head of list and next to node after it\nPitfall:-\nWhen you delete a node, move forward current and next pointers while keeping previous in place\n\nRemember that you have a dummy head node so when returning the new list head you give dummy.nxt', 'nice explaination😄', 'thanks a lot', 'If the node you are removing is the head, why would you not just make the head the next element and then nothing changes except the previous head falls off the linked list?', 'How ugly is your pronounciation.', 'For JAVA people \n\nclass Solution {\n    public ListNode removeElements(ListNode head, int val) {\n        ListNode dummy = new ListNode();\n        ListNode prev = dummy;\n        dummy.next = head;\n        ListNode curr = head;\n        while(curr != null )\n        {\n            if(curr.val == val)\n            {\n                prev.next = curr.next;\n            }\n            else\n            {\n                prev = curr;\n            }\n            curr = curr.next;\n        }\n        return dummy.next;\n         \n    }\n}', 'Teşekkürler!', 'I don’t understand why he had while curr: as the while loop. Can someone please explain this to me?']"
326,G0_I-ZF0S38,"['🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews', 'Would another valid solution be to create a new head node. And continuously pop the first node from the original list and push front to the new list until the original  head is null. Then return the new head. Wouldn’t this also have a TC of O(n) and SC of O(1)? Please if I am mistaken I appreciate any corrections, I am new to learning data structures. Thanks!', ""Nice answer . multiple new_head assignment is bit confusing.\n\npractically, if head is null(in case of empty list) or head.next is null will marked as root.\n\nso we can easily stop recursion at last node and keep reversing list without much confusion. \nthis approach has similar time and space requirements(in terms of leet code as well as big oh. infact it's quite better).\n-------------------------- code below ---------------------------\n public ListNode reverseList(ListNode head) {\r\n        if(head == null || head.next == null ) return head;\r\n         \r\n        \r\n            ListNode newHead = reverseList(head.next);\r\n            head.next.next = head;\r\n            head.next = null;\r\n        \r\n        return newHead;\r\n    }\n-------------------------------------------------------------------------"", 'the hardest thing to grasp here is how you return a new head while manipulating the existing linked list. its giving me a headache. this is one of those solution where i would say recursion is not the ideal method for it.', 'Shouldn\'t the recursive solution begin with ""while head.next"" instead of ""if head.next"" - otherwise the branch executes once?', 'For your recursive solution, why is the memory complexity O(n)?', 'I completed this without any help in just 4 hours😅', 'Thanks!', ""class Solution:\n    def reverseList(self, head: ListNode) -> ListNode:\n        # Recursive answer\n        # Base case: If the list is empty or has only one node, it's already reversed.\n        if not head or not head.next:\n            return head\n\n        # Recursive call to reverse the remaining part of the linked list. Break it down to sub problems to keep reversing.\n        # reversed_head will be the head of the reversed linked list for the rest of the nodes.\n        reversed_head = self.reverseList(head.next)\n\n        # At this point, head.next points to the next node in the original list, which will be the last node\n        # in the reversed linked list. We need to make the next node point to the current head node, effectively reversing the link.\n        print(head.next.next)\n        head.next.next = head\n        print(head.next.next.val)\n\n\n        # Set the current head's next pointer to None, as it will be the last node in the reversed linked list.\n        head.next = None\n\n        # Return the new head of the reversed linked list (reversed_head).\n        return reversed_head"", 'Can someone explain the recursive code']"
327,7ABFKPK2hD4,"['LFU Cache: https://youtu.be/bLEIHn-DgoA\n\n🚀 https://neetcode.io/ - I created a FREE site to make interview prep a lot easier, hope it helps! ❤', 'waste of memory code', 'What is the need for a previous pointer (MRU) for this question? We only need to have the pointer for the LRU right?', '#Easier(for me) solution using an OrderedDict (Python)\n\nclass LRUCache:\n\n    def __init__(self, capacity: int):\n        self.capacity = capacity\n        self.cache = OrderedDict()\n\n    def get(self, key: int) -> int:\n        if key in self.cache:\n            self.cache.move_to_end(key)\n            return self.cache[key]\n        else:\n            return -1\n\n    def put(self, key: int, value: int) -> None:\n        if key in self.cache:\n            self.cache.move_to_end(key)\n        else:\n            if len(self.cache) == self.capacity:\n                self.cache.popitem(last=False)\n            \n        self.cache[key] = value', ""I think this is one of the most insane questions I've ever tried lol"", ""I hate it when Hard questions get bumped down to Medium just because they're popular and/or they're known to be asked by famous companies. As someone who's in the middle of a career break and one job away from changing careers away from the IT world in general, this is probably leetcode's biggest shortcoming."", 'never would have thought to use a doubly linked list🤦\u200d♀thanks for the explanation!!', 'reminder to me -  have two separate data structures (hashmap for constant look ups and DLL for updating MRU, LRU) which are updated simultaneously with remove / insert helper functions in the DLL.', 'Awesome, thx! It amazes me how clear and easy it gets after explanation, yet how complicated it seems (and actually is) when you have to solve this in a stressful limited time environment like in an interview. One note though - in case if key is already present in cache in insert function, before inserting node itself, we should return before doing len(cache) > capacity check, this way we get quite a significant optimization by not doing redundant heavy logic. Another note would be to add a current count property to LRUCache to not execute len(cache) at all and reduce time complexity from O(n) to O(1).', 'Should easily be able to solve ""mediums"" they say... lol']"
328,1pkOgXD63yU,"['🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews', 'thanks !  but i have a suggestion to  change l += 1 to l = r,  you can try the case [ 1, 6, 7, 3, 0, 9 ],  use l += 1 then will get 6 but use i = r get 9 (Ans)', 'class Solution:\r\n    def maxProfit(self, prices: List[int]) -> int:\r\n        l,r = 0,1\r\n        maxp = 0\r\n        while(r < len(prices)):\r\n          if prices[l] < prices[r]:\r\n             profit =prices[r] - prices[l]\r\n             maxp= max(maxp,profit)\r\n          else:\r\n             l = r\r\n\r\n          r = r + 1\r\n        return maxp \r\n\nit should be l =r', 'what is the time and space complexity of this problem?', 'Thanks for the explanation \nI have a follow-up question \nWhich set to select in case of\n[ 7,2,4,1,3]', 'x = [7,1,5,3,10,4]\n\nmax_profit = 0\nfor i,j in enumerate(x):\n    try:\n        if max(x[i+1:]) - j > max_profit:\n            max_profit = max(x[i+1:]) - j\n    except:\n        break\nprint(max_profit)', 'Awesome work bro. Good explanations for complex algorithms. 🖥️', ""I found this solution a bit confusing. You don't need two pointers. You never use the left pointer for anything except looking up the price (i.e. there's no pointer math), so you could have just stored the minimum price itself instead of a pointer to the minimum price."", ""hey Thanks for your content-- it's been helping me a lot. I have a question about this problem\nI was a bit confused in the beginning because I was trying to solve it with slide window but then I watched your explanation and I could see that it's actually two pointers. As I know slide window is when the window a fixed size, but I can see here that the window can grow as soon as you are moving the right pointer. Help me out here, is this also considered slide window?  Thanks for your help"", 'Well, this is incorrect solution:\nTake input like [3, 14, 15, 2, 5]\nOutput Should be buy day 1 and sell day 3\nBut your solution will give buy at day 4 and sell at day 5\n😅']"
329,s7AvT7cGdSo,"['🚀 https://neetcode.io/ - A better way to prepare for Coding Interviews', 'def permute(self, nums):\r\n        resultList = [] \r\n        self.backtrack(resultList, [], nums)\r\n        return resultList\r\n    \r\n    def backtrack(self, resultList, tempList, nums):\r\n        if len(tempList) == len(nums):\r\n            resultList.append(list(tempList))\r\n            return\r\n        \r\n        for number in nums:\r\n            if number in tempList:\r\n                continue\r\n            tempList.append(number)\r\n            self.backtrack(resultList, tempList, nums)\r\n            tempList.pop()', 'Love everything you have done but this honestly should be a 25-min video', 'I’m having trouble understanding the code. I get the drawing but coding it is so much harder', 'what will be the time and space complexity for this?', ""Thank you so much man !! Please don't delete this videos"", 'Here is a simpler solution that goes very well with the pen and paper method explained in the video to keep things consistent. Cheers!\n\n```\nclass Solution:\n\tdef permute(self, nums: List[int]) -> List[List[int]]:\n\t\tif len(nums)==1:\n\t\t\treturn [nums]\n\t\tresult = []\n\t\tfor i in range(len(nums)):\n\t\t\tremaining = [j for j in nums if j!=nums[i]]\n\t\t\tcurrent_permutation = [nums[i]]\n\t\t\tself.dfs(remaining, current_permutation, result)\n\t\treturn result\n\n\tdef dfs(self, remaining, current_permutation, result):\n\t\t# base case\n\t\tif len(remaining)==1:\n\t\t\tcurrent_permutation.extend(remaining)\n\t\t\tresult.append(current_permutation.copy())\n\t\t\treturn\n\t\t# take a decision for each remaining element\n\t\tfor j in range(len(remaining)):\n\t\t\tnew_remaining = remaining[:j]+remaining[j+1:]\n\t\t\tself.dfs(new_remaining, current_permutation+[remaining[j]], result)\n```', 'I still dont get it how u come up with these brilliant ideas?! When i see your solution, i wonder why i dont come with this idea if its so easy? haha\nThanks brother!!', ""im getting this error.\n    for perm in perms:\r\n                ^^^^^\r\nUnboundLocalError: cannot access local variable 'perms' where it is not associated with a value"", 'i have spend 15 minutes. I was close but not enought in coding.']"
330,P1Ic85RarKY,"['🚀 https://neetcode.io/ - I created a FREE site to make interview prep a lot easier, hope it helps! ❤', 'can anyone explain me last line of code? would not while loop also work for the leftovers too? just like 3,2 swapping position ?', 'Thank you very much 🤩', 'how about this solution? : \ndef mergeSortedArray( lst1 :list, lst2 :list) -> list :\r\n        return [item for element in list(zip(lst1,lst2)) for item in element]', 'i dont understand yet, why is there nums1[m] if m is number of element.. which is suppose to be out of bounds,  since array starts counting from 0.', ""last = m + n - 1 don't make any sense to me bc m ist the index of last value of nums1 and n is the index of last value auf nums2. So considering the example from the vid m would be 2 and n would also be 2. So 2+2=4 which is not the last index of m"", 'Amazing explaination, but how is this an easy problem?', ""it's medium level probkem"", 'Definitely you are genius', 'Line 18 in the end should say nums1[last] = nums2[n-1] , no ?']"
331,yOzXms1J6Nk,"['Linked List Playlist: https://www.youtube.com/watch?v=G0_I-ZF0S38&list=PLot-Xpze53leU0Ec0VkBhnf4npMRFiNcB&index=1', ""class Solution:\r\n    def isPalindrome(self, head: Optional[ListNode]) -> bool:\r\n        s = ''\r\n    \r\n        \r\n        while head:\r\n            s += str(head.val)\r\n            head = head.next\r\n\r\n        print(s[::-1])\r\n\r\n        if s == s[::-1]:\r\n            return True\r\n        else:\r\n            return False"", 'This is the middle of a linked list + Reverse a linked list', 'i thought reversing the LL can be a solution but also thought that changing the whole data structure is not good!', ""There is slight difference between this question and reorder list question. In both of them we find middle, reverse second half, but in reorder list question we slice both lists, in this question we don't need that.\n\nIf anyone asks why both left and right list has common node but it doesn't throw error, because we go until right is null.\n\nThis is not the same case as Reorder List problem, in that problem we have to slice list, we must go until both of lists, therefore we shouldn't have any common node."", ""I'm curious how to make sure the slow pointer stops at the midpoint by shifting the left pointer twice and shifting the slow point once?"", 'Do we need to restore the list after checking palindrome?', 'Thank you for the good video. but I feel this is better watched together with one of your other video on reversing a linkedlist : https://www.youtube.com/watch?v=G0_I-ZF0S38&t=2s', 'FANTASTIC. Thank you!', 'After 7:40 it sorta just went over my head. Can anyone help?']"
332,emNkJGwcusQ,"['Actually in Java you can iterate over key/value pairs of hashmap too, using map.entrySet() method instead of map.keySet(), but still the syntax is not so concise as in Python for sure', ""I'm thinking about learning some python because Im interested in machine learning. So far I only know java and sql"", 'No java leetcoders were harmed in this video', ""I am full blown machine learning engineer. I don't know why I am still watching this video lol"", 'why no one talks about the my hero academy reference ""ah yes I like Detroit""', ""Java is more verbose, but that's a good thing to me, it's like more clear to me. Also, I like the WORA philosophy."", 'This make me watch MHA once again.', ""I'm glad I learned Java first. It would be really hard to learn Java after learning Python first"", 'Hi sir \nAs we know python is Comparatively slow because of its dynamically typing nature, being interpreted language and Global interpreter lock by garbage collection and also to tackle such issues we have like C extensions, threading and multiprocessing modules, Numba JIT, \n\nthere is no one such standard python developer best practice to write the code which could match the speed of java and c++ a bit closer. \n\nSo you being a python developer in such a big company,could you please share some standard applied practices to make the python code faster and make ourself feel we are confident about our preferred choice of programming language.. \n\nThanks in advance', 'I was comfortable with python earlier and used to code in python as its very easy to code. It helped me build ml models too.But my company told me to learn java/cpp as it is more useful there. Now i forgot python and coding in java and feeling bad as i missed python 😔.']"
